Time_min,ReactorTemp,Pressure_bar,Volume_m3,Agitator_Speed_rpm,Coolant_Flow_m3_s,Feed_Flow_m3_s,Coolant_delatT_K
0.0,315.25112334290776,1.2,8.916666666666666,800,0.0,0.0,7.012356391944842
0.5,316.10738832774007,1.262317318891237,8.994520551705525,800,0.4134298862880733,0.0025761984538639,10.381834682786643
1.0,317.4085914258104,1.4207724396304124,9.07062088613676,800,0.9938917664552982,0.002474865016192,13.567457605553846
1.5,320.4596093613828,1.4735908132101376,9.14931481799548,800,1.0,0.0025612958085279,16.168270988292512
2.0,323.5831598873641,1.4911969377367127,9.225946343255709,800,0.9805338046824508,0.0025328336494201,18.499236236908086
2.5,327.1842872824207,1.4970656459122376,9.302288856988069,800,1.0,0.0025146396076386,17.614857869192708
3.0,330.21947516669184,1.499021881970746,9.379921393847065,800,1.0,0.0026413911074522,17.535281039134247
3.5,334.2949622800643,1.4996739606569154,9.457142644782795,800,0.9954072054430247,0.0026027292643657,20.406434209277425
4.0,337.9901240640734,1.4998913202189719,9.534854685653595,800,1.0,0.0026187852900605,22.161146721663656
4.5,341.39373121535306,1.499963773406324,9.61192423973293,800,0.996271132005066,0.0025820309031228,24.141307917630513
5.0,344.6965958126439,1.4999879244687748,9.689656931582052,800,0.9926741328012664,0.0025186906202287,25.249506147250152
5.5,350.62967439752657,1.499995974822925,9.766554238456507,800,0.9937765203830288,0.0025358685623675,26.785902014396427
6.0,353.4135881434841,1.4999986582743083,9.84315954372413,800,0.9915871044913632,0.0026000918237531,26.336294539350106
6.5,355.0279475851992,1.499999552758103,9.920080392894564,800,0.9971430971678448,0.0026195072420262,27.541958830844948
7.0,356.8253051197064,1.4999998509193677,9.997715991563812,800,0.98043373786003,0.0025648953981376,29.126189921296437
7.5,357.32756059987446,1.499999950306456,10.07421169313398,800,0.997160552876966,0.0025092905051353,30.902896169601178
8.0,358.9207238991855,1.4999999834354854,10.15061893954665,800,1.0,0.0025809255216685,29.34719389181828
8.5,358.187257539794,1.4999999944784952,10.226254430208618,800,1.0,0.002614263440909,27.462010452912608
9.0,359.5713268956827,1.4999999981594985,10.304688037804713,800,1.0,0.0026442626397313,29.55973536446824
9.5,360.2981192068714,1.4999999993864996,10.38148481042858,800,1.0,0.0025144988149428,29.772852839378157
10.0,359.3692703410515,1.4999999997955,10.457937976709529,800,0.9981438623851158,0.002517973373979,29.864511404617218
10.5,359.81635245991737,1.4999999999318334,10.534961874538688,800,1.0,0.0026036063734649,29.45845566150595
11.0,359.8398882955168,1.499999999977278,10.61221316392811,800,1.0,0.0026816387982284,30.299156588837665
11.5,360.0561612188654,1.499999999992426,10.689768770676103,800,1.0,0.0025626371268193,31.531116162224357
12.0,359.83306646905004,1.4999999999974754,10.767838916872236,800,0.9864710790390232,0.0025810201900002,32.453103818456185
12.5,360.4074348791207,1.4999999999991585,10.845632688953708,800,1.0,0.0026315193608701,31.13747108547809
13.0,359.35707919844384,1.4999999999997196,10.923861624437384,800,1.0,0.0026051624888625,32.148787567728554
13.5,359.3192861542201,1.4999999999999065,11.00159675808479,800,0.9968807533868692,0.0026285347409155,33.25758916732254
14.0,360.6564870336898,1.499999999999969,11.079565797012648,800,0.9944099200478772,0.0026237667077039,33.9519850821063
14.5,360.6731360951574,1.4999999999999898,11.15730374500553,800,1.0,0.0026594434340418,33.842615389959384
15.0,359.82983457009135,1.4999999999999967,11.232869539211888,800,1.0,0.0024576830703287,34.94364619987818
15.5,360.0829880016872,1.499999999999999,11.309667088358664,800,1.0,0.0025747015107487,35.06613979730427
16.0,360.0360213378931,1.4999999999999998,11.386717344219376,800,0.9904543830649232,0.0026169806085393,33.93626307048742
