Time_min,ReactorTemp,Pressure_bar,Volume_m3,Agitator_Speed_rpm,Coolant_Flow_m3_s,Feed_Flow_m3_s,Coolant_delatT_K
0.0,315.6687109567031,1.2,6.869399428026692,800,0.0,0.0,5.077143200000023
0.5,315.07623863466625,1.2152185154058588,6.9009762207943695,800,0.0550548984498532,0.000259936849873125,8.388683228571438
1.0,315.9980804848454,1.239952897540097,6.933023492371002,800,0.4294117265268034,0.0005270272271037,11.379812806802704
1.5,316.1291127659101,1.2693028422638304,6.9651405487129345,800,0.7441172898400943,0.0007256442398985688,14.08108758710722
2.0,316.19895074237064,1.3002953590254094,6.997110308099147,800,0.8839764312184262,0.0008605476450371938,16.519992540716032
2.5,316.2318584315519,1.3317658417387321,7.029336133024573,800,1.0,0.0009518336470069016,15.426475641600234
3.0,317.3126993853613,1.3633003809312427,7.061682712264869,800,1.0,0.0010123057026878031,15.89537209478118
3.5,317.2873183053489,1.3948531361755279,7.094153572741377,800,0.9988415359404604,0.0010428698272766527,18.140563961944903
4.0,317.5732005587622,1.4250468172969535,7.125502029625002,800,0.992248744989782,0.001051549015244452,20.166929117950133
4.5,318.37319704504824,1.454861423446526,7.158041445781988,800,1.0,0.0010591152907046888,21.995525192431103
5.0,318.2656916583868,1.477430711723263,7.189908602807292,800,0.9997345637176372,0.0010598360839862008,23.64497330743768
5.5,318.9284777959305,1.4887153558616315,7.222240594376247,800,0.9882322111149632,0.0010736765628181037,24.884455240062664
6.0,319.2184012467319,1.4943576779308159,7.254417095308767,800,0.9923203312481385,0.0010743350153033535,24.439170807675737
6.5,319.9671832372108,1.497178838965408,7.286411974740224,800,1.0,0.0010721224468983274,25.837389940278054
7.0,320.3631065296265,1.498589419482704,7.318474153218583,800,1.0,0.001075996204719939,27.097455650727795
7.5,321.18433934555065,1.499294709741352,7.350667513810071,800,1.0,0.0010717262086502321,28.23231756018231
8.0,321.1941361946738,1.499647354870676,7.382525344754541,800,1.0,0.0010728826024000975,27.136969344926857
8.5,321.03493240708417,1.499823677435338,7.414532951428833,800,0.991390926638356,0.0010718791606649145,25.582786340648113
