Time_min,ReactorTemp,Pressure_bar,Volume_m3,Agitator_Speed_rpm,Coolant_Flow_m3_s,Feed_Flow_m3_s,Coolant_delatT_K
0.0,302.0624054873049,1.2,5.724499523355576,900,0.0,0.0,7.20000222487121
0.5,302.7986843407053,1.2,5.753722403438573,900,0.052920994530566,0.0009897721737234,10.395234795023649
1.0,302.68501275990513,1.2,5.783016925445283,900,0.4256250029614577,0.000980124202706,13.368249907939438
1.5,302.64270553572777,1.2,5.812192252675508,900,0.99616939942442,0.0010014222671091,15.814644177466468
2.0,303.21651373801075,1.2,5.841280043078524,900,0.9997878748474476,0.0009978467244028,18.521912676955896
2.5,303.8541780044531,1.2,5.870857796604807,900,1.0,0.0009862221623254,17.377167327979535
3.0,305.4514454289405,1.2,5.899982716044325,900,1.0,0.0009446880323904,17.884769085782857
3.5,305.3576518827792,1.2,5.92887225611195,900,1.0,0.0009728999815483,20.315656869203654
4.0,305.5796512782583,1.2,5.957803676164767,900,1.0,0.000948921634371,22.469786027498156
4.5,307.3809736262786,1.2,5.9866260730549845,900,1.0,0.0009559426340985,23.617188394744026
5.0,308.39492918954045,1.2,6.015905741246874,900,1.0,0.0009495725642263,25.71867374603461
5.5,308.2745869925342,1.2,6.045571537545662,900,1.0,0.0009699232100883,26.945682622040742
6.0,308.7608102880204,1.2,6.073829864727135,900,1.0,0.0009525233063486,26.029971858140048
6.5,308.9455402835715,1.2,6.102837209665639,900,1.0,0.0009513967360159,28.141899428751564
7.0,309.5983107227132,1.2,6.132265809478297,900,1.0,0.0009567411562258,29.2780276993749
7.5,310.30340884769737,1.2,6.161411102816216,900,0.9850340995205432,0.0009666198942981,30.169484963076954
8.0,311.50079641199886,1.2,6.19060228947195,900,1.0,0.0009488337070213,28.99201232438848
8.5,310.9103626279346,1.2,6.219240725739858,900,1.0,0.0009384398258027,28.156892630733395
9.0,311.96012778058775,1.2,6.248045047570674,900,0.9833530010582496,0.0009913829200968,28.988742821836667
9.5,312.63835549029676,1.2,6.277391816756361,900,1.0,0.0009841584973244,29.92664668538767
10.0,312.6750712877799,1.2,6.306625076508416,900,0.9856132707305648,0.0009863131189689,29.247737379373035
10.5,313.0449598728022,1.2,6.335725083624084,900,0.9965142441429762,0.0009573224941327,29.68331345996449
11.0,313.77088686719327,1.2,6.364609044026042,900,1.0,0.0009558493793441,30.595294617065502
11.5,315.24682717714035,1.2,6.394065317453283,900,0.973050975050552,0.0009598621358261,31.18755091589289
12.0,314.17471306114174,1.2,6.423716618949696,900,0.9846527599332746,0.0009944041824454,32.46634107418792
12.5,314.77273922155916,1.2,6.452418520744612,900,1.0,0.0009254588374192,31.34350167397352
13.0,315.751535423775,1.2,6.481594799851855,900,0.9931920769183832,0.0010031206203906,32.36111479309322
13.5,316.0050641901669,1.2,6.510323308933697,900,0.9899428008527492,0.0009733149412205,33.07548164812022
14.0,316.55235644437465,1.2,6.539550116812969,900,1.0,0.0009858528869999,34.11306958828631
14.5,316.71961595860586,1.2,6.568676619202446,900,1.0,0.0009745104819891,33.941520444456856
15.0,317.35783391060454,1.2,6.597826177473617,900,0.9785402944142108,0.0009853624987309,34.699801869421684
15.5,317.6364993976493,1.2,6.626943881016272,900,0.9939329079148946,0.0009353977513445,35.335319162329085
16.0,317.3826509363134,1.2,6.656199492582136,900,0.98780247178808,0.0009892091946913,34.744082725303954
16.5,318.32714209759894,1.2,6.685105004998173,900,1.0,0.0009517945587211,35.29827267979172
17.0,318.55233008328366,1.2,6.714057657399621,900,1.0,0.0009881378374491,35.5243858997841
17.5,319.32421614343383,1.2,6.742547324920747,900,1.0,0.0009584799730247,35.916248491609004
18.0,318.0359896849499,1.2,6.771406866424361,900,0.9954219151825946,0.0009806160580964,34.547274342369
18.5,319.4983034913159,1.2,6.801278199403908,900,1.0,0.0009868002868832,31.846768877680326
19.0,318.92313018542666,1.2,6.830327897328757,900,0.988000226710786,0.0009719485870736,32.67639959277969
19.5,320.5920027800559,1.2,6.859704698536929,900,1.0,0.0009615852861066,33.568016994638654
20.0,320.2605715044694,1.2,6.8894178191528,900,0.998045073034626,0.0009664274425024,34.98730694714755
20.5,320.535674899303,1.2,6.918963712891635,900,1.0,0.0009918518747067,35.36429230956447
21.0,321.69174041097483,1.2,6.948147275374984,900,1.0,0.0009830432602609,32.323301814617665
21.5,320.7763495959683,1.2,6.977341144462661,900,1.0,0.0009817975788464,31.711412614012414
22.0,321.80296051256033,1.2,7.0057620287257985,900,0.9852775844834591,0.0009554025080432,32.54264235324341
22.5,321.5620279777314,1.2,7.035040065500439,900,1.0,0.0009735365363689,32.98069251474635
23.0,321.7824962093162,1.2,7.063837092947326,900,0.994864849473237,0.0009505206901185,33.809370248836906
23.5,323.2121328665364,1.2,7.0934048273219945,900,1.0,0.0009943882844381,34.98218152166953
24.0,322.56305095925705,1.2,7.122524291657359,900,1.0,0.0009472599489087,35.01979866671827
24.5,322.3526581029672,1.2,7.151482470507547,900,1.0,0.0009841208247138,34.30318561584543
25.0,322.60193714007085,1.2,7.180477675302414,900,0.9916022867844208,0.0009714525231075,34.47009718885767
25.5,322.9306646093209,1.2,7.210177384460332,900,1.0,0.0009958946422327,35.52507604478403
26.0,322.6388984954356,1.2,7.23904954863257,900,1.0,0.0009486335660342,36.23842841931773
26.5,323.4398420107815,1.2,7.26799434365853,900,0.9986781430527204,0.0009640313103686,33.74172040457641
27.0,323.03093134971436,1.2,7.297757551943325,900,1.0,0.0009873124789614,31.885204933848993
27.5,322.99992694580516,1.2,7.3271836559821795,900,1.0,0.001010030066849,33.043730132951154
28.0,323.65610783853435,1.2,7.356568702449984,900,1.0,0.0009213071206801,33.112806571320434
28.5,323.2049078308027,1.2,7.385816180193218,900,0.996520676678114,0.0009808395478008,33.33627374454444
29.0,324.7793425361398,1.2,7.414739799893824,900,1.0,0.0009777886405075,32.50706676333546
29.5,325.20228401447673,1.2,7.444014086567647,900,0.9998726262290574,0.0009719642625783,33.62101385025447
30.0,324.53199415545896,1.2,7.4729817379416525,900,1.0,0.000972287649645,33.68428906255303
30.5,325.0187750981171,1.2,7.501896728648017,900,1.0,0.0009377913895819,35.4115602199368
31.0,324.7273656728217,1.2,7.530811524715117,900,0.9920162411620024,0.000979114683689,33.39502290144239
31.5,325.21659525580185,1.2,7.560128900300633,900,0.9980288610762044,0.0009825230863388,33.8693500855061
32.0,326.11983528237977,1.2,7.589622306079021,900,1.0,0.0009703773014651,34.85725524157411
32.5,325.47667490562947,1.2,7.618326042897011,900,0.9963581213618504,0.0009332769478974,35.12197206358642
33.0,325.28738745957975,1.2,7.647187763203036,900,1.0,0.0009542841134763,36.4330063569752
33.5,325.1291286586723,1.2,7.676562550462421,900,0.9850643111303634,0.0009982660142935,36.43820476043923
34.0,327.6568343337446,1.2,7.70601801159567,900,1.0,0.0009791546832896,36.322603115833395
34.5,327.2002204090649,1.2,7.735658568871234,900,1.0,0.0010279581731232,35.55727740385805
