Time_min,Temperature_K,Temperature_Measured_K,Temperature_Setpoint_K,Pressure_bar,AceticAcid_Concentration_mol_m3,Ethanol_Concentration_mol_m3,Volume_m3,Agitator_Speed_rpm,Coolant_Flow_m3_s,Coolant_In_Temp_K,Coolant_Out_Temp_K,Feed_Flow_m3_s
0.0,300.15,300.0170730383594,300.15,1.2,17468.776019983346,0.0,6.869399428026692,900,0.0,298.15,298.15,0.0
0.1,300.1424113245257,300.19962938667635,300.19,1.1993929059620585,17450.838760694565,17.58540604393634,6.876453053223888,900,0.010261309031973689,298.15,298.4767626405903,0.001175604199532684
0.2,300.19585254237944,300.16343757971987,300.22999999999996,1.2036682033903572,17426.864352524644,29.370334908128008,6.8835682706676256,900,0.0,298.15,300.1424113245257,0.0011858695739562595
0.30000000000000004,300.28309820795766,300.45532635437996,300.27,1.210647856636615,17398.6415192734,37.42904524361126,6.890802349255807,900,0.0012896347507496684,298.15,299.7088478882443,0.0012056797646969742
0.4,300.3929533761089,300.434254271391,300.31,1.2194362700887131,17368.677541252346,41.70951042009936,6.897644622184753,900,0.12393923094223384,298.15,298.18239523375127,0.0011403788214909487
0.5,300.51686911874776,300.65892250608994,300.34999999999997,1.229349529499823,17336.689763197446,44.94921404828728,6.904697305029967,900,0.06723293340302745,298.15,298.2114940071071,0.0011754471408690305
0.6000000000000001,300.65169520667683,300.71143810428254,300.39,1.2401356165341484,17303.27578271917,47.207811327258376,6.911853717476693,900,0.21702336482760587,298.15,298.1699688163154,0.0011927354077877015
0.7000000000000001,300.7941696506089,300.95696410421544,300.42999999999995,1.2515335720487155,17269.036861481738,48.513351452508736,6.918999224669168,900,0.21344680630750934,298.15,298.1722849631277,0.0011909178654124605
0.8,300.94157192271194,300.87908974852746,300.46999999999997,1.2633257538169573,17233.996027186997,49.46291624490754,6.926249353728655,900,0.4054348854617827,298.15,298.162441070827,0.0012083548432477215
0.9,301.0932328076985,301.16616796795745,300.51,1.2754586246158806,17199.088498451234,49.353479841004756,6.9332740033868365,900,0.31252343062970306,298.15,298.1665747395228,0.0011707749430303167
1.0,301.24508100155765,301.29369242303795,300.54999999999995,1.2876064801246139,17163.874919802103,49.34514038708762,6.940395273546738,900,0.522461778881885,298.15,298.16079492418334,0.0011868783599834835
1.1,301.3979715900663,301.38847870788896,300.59,1.2998377272053039,17128.755887494484,48.967311471121896,6.947437129896528,900,0.6087122229713571,298.15,298.15959122772153,0.0011736427249650668
1.2000000000000002,301.54988456869944,301.6952874124165,300.63,1.3,17093.29770897888,48.91380051294023,6.954628044173634,900,0.6606093574665547,298.15,298.1597635237378,0.0011984857128509358
1.3,301.70309177866017,301.76948982232665,300.66999999999996,1.3,17058.51419034842,47.94218792643961,6.961509689310387,900,0.8823614124773266,298.15,298.1573390748485,0.0011469408561254452
1.4000000000000001,301.85375750456024,301.83378438002825,300.71,1.3,17023.93576893468,47.19046660015931,6.968407983748736,900,0.9174226789143297,298.15,298.157447095476,0.0011497157397248534
1.5,302.00273524949785,302.00927947613053,300.75,1.3,16989.410883392407,46.663224772648384,6.975354892822963,900,0.9433414503352131,298.15,298.15750782385084,0.0011578181790378673
1.6,302.1511617292104,302.0947648486118,300.78999999999996,1.3,16954.730473069245,46.41375347575602,6.982404380781267,900,0.9980914466340777,298.15,298.1570907963085,0.001174914659717253
1.7000000000000002,302.2993707013642,302.5000076614844,300.83,1.3,16919.93813612183,46.19441491710175,6.9894972764573335,900,0.9974674804307511,298.15,298.15747617666386,0.00118214927934446
1.8,302.4474145203491,302.289789539108,300.87,1.3,16884.898717825432,46.12091256011695,6.996685370815318,900,1.0,298.15,298.15784831100314,0.0011980157263307702
1.9000000000000001,302.59607860116853,302.81318538197684,300.90999999999997,1.3,16850.180076207478,45.50856420904448,7.003711184867618,900,1.0,298.15,298.1581647485453,0.0011709690087166665
2.0,302.7432700661473,302.83134392825275,300.95,1.3,16815.82240780271,44.733212024804615,7.010642968232155,900,1.0,298.15,298.1585501558165,0.0011552972274228108
2.1,302.88866970325773,303.05199035060093,300.98999999999995,1.3,16781.211018647227,44.555957228087664,7.01776466000248,900,1.0,298.15,298.1586463174836,0.0011869486283875292
2.2,303.0343648139647,302.9627090945436,301.03,1.3,16746.502829836725,44.35513250303812,7.024916011710393,900,0.9993703499725839,298.15,298.1588421002969,0.001191891951318776
2.3000000000000003,303.18028261768865,303.3466923297756,301.07,1.3,16711.21303699697,44.64438983318539,7.032304504001249,900,1.0,298.15,298.1589396644027,0.0012314153818093353
2.4000000000000004,303.3280067722942,303.2181684803838,301.10999999999996,1.3,16676.73323074561,43.60685642415393,7.039263888056728,900,0.986869505993157,298.15,298.1595757637523,0.0011598973425798267
2.5,303.4724512297275,303.58934119105515,301.15,1.3,16642.368325394025,43.026668354811086,7.046308464554973,900,1.0,298.15,298.1598268470984,0.0011740960830409377
2.6,303.615915892312,303.516762439417,301.19,1.3,16608.872509875877,41.771632296649926,7.0530445777760225,900,1.0,298.15,298.1599805978074,0.0011226855368415428
2.7,303.7555434463967,303.90976662673313,301.22999999999996,1.3,16574.815453104293,41.880489903822905,7.060196573488029,900,1.0,298.15,298.15996721394265,0.001191999285334408
2.8000000000000003,303.8958041190746,303.9138107274355,301.27,1.3,16541.1875882771,41.21112687730208,7.067109826222416,900,1.0,298.15,298.1606630766024,0.001152208789064475
2.9000000000000004,304.0345286085928,303.9427863707743,301.31,1.3,16507.450257638935,40.97450103133784,7.074150584388895,900,0.9853007973321076,298.15,298.1608456884443,0.0011734596944130888
3.0,304.172809563539,304.2081832678821,301.34999999999997,1.3,16473.93121928844,40.47199576627382,7.081103425458197,900,1.0,298.15,298.16114672357094,0.0011588068448836572
3.1,304.31025983374406,304.29501483343194,301.39,1.3,16440.265440666804,40.3138447460956,7.088173568634743,900,1.0,298.15,298.1611033957421,0.0011783571960909541
3.2,304.4472046736491,304.4096630922917,301.42999999999995,1.3,16406.571401553112,40.084281452835896,7.095248721052322,900,0.9952949048914671,298.15,298.1617842795217,0.0011791920695964047
3.3000000000000003,304.58502478436236,304.5330709566069,301.46999999999997,1.3,16373.153482150263,39.53120728567805,7.102210982990946,900,1.0,298.15,298.1614011487361,0.0011603769897706806
3.4000000000000004,304.72032239265417,304.63069633421554,301.51,1.3,16340.064629700064,38.884752713858326,7.109097252607441,900,0.9920039934152651,298.15,298.1624127127661,0.001147711602749133
3.5,304.8539879438928,304.9147292787281,301.54999999999995,1.3,16306.860359844142,38.70405815587777,7.116120489973258,900,0.991137922353414,298.15,298.16242996584845,0.0011705395609695438
3.6,304.9872506374342,304.87212555930574,301.59,1.3,16273.789029133475,38.319704680537484,7.123085890841161,900,1.0,298.15,298.16281788970394,0.0011609001446505703
3.7,305.1198634325674,304.90994504474764,301.63,1.3,16240.955906087163,37.80817472790651,7.129986927050332,900,0.993647050751294,298.15,298.16303463527845,0.0011501727015284906
3.8000000000000003,305.25130585132496,305.24988439802434,301.66999999999996,1.3,16208.168196313907,37.493426879388664,7.136933729734589,900,0.9938282249440243,298.15,298.1630866201989,0.0011578004473761327
3.9000000000000004,305.38221486018983,305.4083942460583,301.71,1.3,16175.44887652882,37.176945807974214,7.143879051849809,900,0.9994563896466278,298.15,298.1631896278979,0.0011575536858699823
4.0,305.51183738170675,305.47196670588977,301.75,1.3,16142.92546429156,36.729493477533126,7.150767704154601,900,1.0,298.15,298.1638319711115,0.0011481087174654101
4.1000000000000005,305.63960235859037,305.6337376891191,301.78999999999996,1.3,16109.518520196378,37.42238128702005,7.158105141376968,900,1.0,298.15,298.1641856043888,0.0012229062037276807
4.2,305.77221501008097,305.8951891231042,301.83,1.3,16076.347021812737,36.99868940693054,7.165166132079574,900,0.9894635687336703,298.15,298.16399795230365,0.0011768317837677488
4.3,305.90388797709704,305.7798712218766,301.87,1.3,16043.705880632115,36.19089724294915,7.172043504772403,900,0.996394289795728,298.15,298.1641345195524,0.0011462287821381876
4.4,306.0316663446862,306.09859287524216,301.90999999999997,1.3,16010.897302118285,36.11759534877393,7.179129322001947,900,1.0,298.15,298.16484065923174,0.001180969538257468
4.5,306.15922197950783,306.09361150417647,301.95,1.3,15977.888255965388,36.1188021855859,7.186288792934983,900,0.9905954972130664,298.15,298.1655154635731,0.001193245155505888
4.6000000000000005,306.2884443366807,306.3708960138251,301.98999999999995,1.3,15944.59361077403,36.21379889109867,7.193545006385599,900,1.0,298.15,298.1649324794428,0.0012093689084360724
