Time_min,Temperature_K,Temperature_Measured_K,Temperature_Setpoint_K,Pressure_bar,AceticAcid_Concentration_mol_m3,Ethanol_Concentration_mol_m3,Volume_m3,Agitator_Speed_rpm,Coolant_Flow_m3_s,Coolant_In_Temp_K,Coolant_Out_Temp_K,Feed_Flow_m3_s
0.0,313.15,313.09620232919906,313.15,1.2,17468.776019983346,0.0,6.869399428026692,800,0.0,298.15,298.15,0.0
0.1,313.11871384731273,313.1611705300833,313.1791666666666,1.1974971077850205,17452.71339231998,15.7475467709567,6.875715875450204,800,0.0008184180351550734,298.15,311.5843471717051,0.0010527412372520971
0.2,313.2298125877457,313.18099955327835,313.2083333333333,1.2063850070196576,17423.582537353766,18.14349822135491,6.881987578497172,800,0.0,298.15,313.11871384731273,0.0010452838411611576
0.30000000000000004,313.3602220025644,313.4618870210156,313.23749999999995,1.2168177602051538,17392.08905630803,18.72327783067099,6.888379639438272,800,0.0,298.15,313.2298125877457,0.001065343490183415
0.4,313.4447085252903,313.36318010441573,313.26666666666665,1.2235766820232266,17360.125658280576,18.603511980771927,6.894737736397414,800,0.132826942873236,298.15,298.3776636796414,0.001059682826523777
0.5,313.53046288514645,313.53292986558245,313.2958333333333,1.2304370308117176,17328.54848888238,18.21328670903133,6.9009762207943695,800,0.05505489844985326,298.15,298.6841992040281,0.0010397473994925915
0.6000000000000001,313.6147345330489,313.7604803628942,313.325,1.2371787626439117,17297.05557568251,18.307691617719385,6.907306238728452,800,0.1797694508448954,298.15,298.30952575675707,0.0010550029890137843
0.7000000000000001,313.6997100915745,313.57179120178637,313.35416666666663,1.243976807325962,17265.594344847523,18.118113363893883,6.913584505198647,800,0.33708839782061456,298.15,298.2363268687229,0.0010463777450324641
0.8,313.78393587022276,313.74543453289067,313.3833333333333,1.2507148696178227,17233.806861129226,18.483823605569935,6.920051500125897,800,0.1809770097111224,298.15,298.30884907881057,0.0010778324878750792
0.9,313.87041976248355,313.9359842607274,313.41249999999997,1.2576335809986858,17201.45136253074,18.69201730451486,6.926613323317468,800,0.28064034882291256,298.15,298.2546733378357,0.0010936371985951418
1.0,313.95859099592917,314.01422840733005,313.44166666666666,1.2646872796743356,17169.274473160065,18.26595014641527,6.933023492371002,800,0.4294117265268034,298.15,298.21964879013365,0.0010683615089223605
1.1,314.0447446521961,314.10559250471306,313.4708333333333,1.2715795721756875,17137.36756931454,18.212158361294406,6.939466226417239,800,0.46510672275904175,298.15,298.2131348492415,0.001073789007706183
1.2000000000000002,314.12899891430555,314.0817470865655,313.5,1.2783199131444463,17105.653717099132,17.96432661186549,6.9458425055361275,800,0.5394507410535214,298.15,298.20681830525274,0.0010627131864813406
1.3,314.21243695238877,314.0274148027101,313.52916666666664,1.2849949561911034,17074.123663490995,17.87677748424976,6.952225738980886,800,0.49315455361889776,298.15,298.2113448726354,0.0010638722407929743
1.4000000000000001,314.29536015007506,314.4340206462702,313.55833333333334,1.2916288120060062,17042.151151805905,18.297688008112527,6.958814119306619,800,0.4247102325954918,298.15,298.22111040119785,0.001098063387622199
1.5,314.3831598373445,314.4532033289787,313.5875,1.2986527869875635,17010.434325101724,17.627436884079906,6.9651405487129345,800,0.7441172898400943,298.15,298.19035649604433,0.00105440490105262
1.6,314.46679444957897,314.4568770972645,313.6166666666666,1.3053435559663193,16979.276612733174,17.490291208195472,6.971473182078367,800,0.7580355196171034,298.15,298.1889682912225,0.0010554388942387596
1.7000000000000002,314.5470814286799,314.55799407654547,313.6458333333333,1.311766514294395,16948.122762722563,17.505180987390013,6.977847644614157,800,0.7131118014400646,298.15,298.193637883716,0.0010624104226316952
1.8,314.6295997486544,314.713487166063,313.67499999999995,1.3183679798923549,16916.990370816868,17.389168945281014,6.984202558108575,800,0.8121129164023076,298.15,298.18718779357687,0.0010591522490696924
1.9000000000000001,314.70879909288897,314.6962264836276,313.70416666666665,1.3247039274311192,16885.5763618179,17.68044152072538,6.9907104630131975,800,0.9134086368626843,298.15,298.1847249605613,0.0010846508174370596
2.0,314.79109844733733,314.69820160552405,313.7333333333333,1.3312878757869884,16854.15041277898,17.375276054811085,6.997110308099147,800,0.8839764312184262,298.15,298.18595003555396,0.00106664084765822
2.1,314.8725939075439,315.0194598404235,313.7625,1.3378075126035127,16822.719945563676,17.544464929644896,7.003620540153971,800,0.9017619847629014,298.15,298.1842640373354,0.0010850386758039202
2.2,314.9552376980489,314.82808593405935,313.79166666666663,1.3444190158439142,16790.99819894804,17.61535761733852,7.010182730843199,800,1.0,298.15,298.1813199300721,0.0010936984482046424
2.3000000000000003,315.03668223463876,315.0326579807926,313.8208333333333,1.3509345787711027,16760.120662773417,16.60860129297995,7.0163598029010625,800,0.9717360372475172,298.15,298.1841870253398,0.0010295120096439935
2.4000000000000004,315.11066184920827,315.28361792858124,313.84999999999997,1.3568529479366633,16729.53993793827,17.07473047006716,7.022791403537909,800,0.9973774161340023,298.15,298.1825980691637,0.0010719334394743586
2.5,315.19045405565066,315.114738750726,313.87916666666666,1.3632363244520547,16698.256080681662,17.325960072067875,7.029336133024573,800,1.0,298.15,298.181558706823,0.0010907882477774863
2.6,315.27372770925575,315.19163091913157,313.9083333333333,1.3698982167404619,16667.06870263171,16.92930479487263,7.035738300258689,800,0.9962282961895996,298.15,298.1813858586849,0.0010670278723526059
2.7,315.35066958205925,315.33773157483097,313.9375,1.376053566564742,16635.74128655753,17.330792085096537,7.042347567080651,800,0.9954450646941165,298.15,298.18320411665195,0.0011015444703269472
2.8000000000000003,315.43194326899595,315.3835129667528,313.96666666666664,1.3825554615196778,16604.43107033543,16.885092838359505,7.0487888688725935,800,1.0,298.15,298.1830636998929,0.0010735502986571022
2.9000000000000004,315.51186179438423,315.3179387796358,313.99583333333334,1.3889489435507403,16573.903746638876,16.390695095690305,7.055068097058303,800,0.997707752284932,298.15,298.18215457368547,0.0010465380309515868
3.0,315.5854365015469,315.4121645562513,314.025,1.3948349201237533,16543.03647621782,17.10415760414358,7.061682712264869,800,1.0,298.15,298.1831461415896,0.0011024358677608685
3.1,315.66647834725103,315.5663451416066,314.0541666666666,1.4013182677800842,16511.509336419807,17.0735370704637,7.068292070691578,800,0.9935365239658652,298.15,298.1829157971961,0.0011015597377850039
3.2,315.7466485174439,315.72985097999356,314.0833333333333,1.4077318813955115,16480.46006351939,16.523358790718145,7.07470411689473,800,1.0,298.15,298.1836482987177,0.0010686743671919734
3.3000000000000003,315.82408000918525,315.9096391312105,314.11249999999995,1.413926400734822,16449.77201670646,16.57420707335219,7.081178313665325,800,1.0,298.15,298.18259674349764,0.0010790327950992407
3.4000000000000004,315.9016620176879,316.1125970148954,314.14166666666665,1.4201329614150335,16418.895169198215,16.647914491568972,7.0877090318692035,800,0.9922286199354776,298.15,298.18325133001906,0.001088453033979715
3.5,315.98007364274764,315.9121583530253,314.1708333333333,1.426405891419813,16388.138940010245,16.377542361562828,7.094153572741377,800,0.9988415359404605,298.15,298.1833398557181,0.0010740901453623567
3.6,316.05750059491976,316.0411729035544,314.2,1.4326000475935825,16358.248445220957,15.652274337047828,7.100330161699553,800,1.0,298.15,298.1831078652063,0.0010294314930292437
3.7,316.1277198187859,316.13309022733495,314.22916666666663,1.4382175855028754,16328.63765036749,15.976657730530004,7.106680859346394,800,1.0,298.15,298.18358427985015,0.001058449607806806
3.8000000000000003,316.2012650832735,316.1879810419167,314.2583333333333,1.4441012066618804,16299.031772330192,15.598636009842274,7.112892601756095,800,0.9929205839415995,298.15,298.18402128893575,0.0010352904016169247
3.9000000000000004,316.2706250531914,316.2403383809202,314.28749999999997,1.4496500042553133,16269.516468389895,15.802885057036733,7.119219894897648,800,1.0,298.15,298.18435709976467,0.0010545488569254859
4.0,316.3405062302297,316.48696799456343,314.31666666666666,1.4552404984183793,16239.904571869873,15.645980423049963,7.125502029625002,800,0.9922487449897819,298.15,298.18574569813256,0.0010470224545590008
4.1000000000000005,316.41052006375486,316.4371380512878,314.3458333333333,1.4608416051003905,16210.08788521228,15.956634414386473,7.131938912343764,800,0.9934566728873652,298.15,298.1847878028573,0.0010728137864603636
4.2,316.4839818747122,316.44845587699126,314.375,1.4667185499769766,16179.579707855493,16.318464438787814,7.138546397238688,800,0.9843186286804583,298.15,298.1847382875768,0.0011012474824872943
4.3,316.5601833712856,316.57977059309763,314.40416666666664,1.472814669702848,16148.750707151035,16.229500173242336,7.145138265817374,800,1.0,298.15,298.18482766870125,0.0010986447631142968
4.4,316.63581337744523,316.57611753094477,314.43333333333334,1.4788650701956203,16118.289262844894,15.857904172673663,7.151602636207282,800,0.9859233701169899,298.15,298.18565252025587,0.001077395064984754
4.5,316.7084503699512,316.7547050294761,314.4625,1.4846760295960983,16088.240963182667,15.726292675660824,7.158041445781988,800,1.0,298.15,298.18521744554073,0.0010731349291176146
4.6000000000000005,316.7817074937354,316.93311720129606,314.4916666666666,1.4905365994988324,16058.556162542563,15.409901693424217,7.164373644184145,800,0.9948857185771596,298.15,298.18470119221746,0.001055366400359431
4.7,316.84987472447426,316.9319640546758,314.5208333333333,1.4959899779579426,16029.277494464755,15.23771908111928,7.170660481621174,800,1.0,298.15,298.1861748711884,0.0010478062395048217
4.800000000000001,316.91897803427514,316.9769700537839,314.54999999999995,1.5,15999.478621101525,15.916313469151625,7.177255006962499,800,0.999201101673752,298.15,298.18445801126865,0.0010990875568875188
4.9,316.994433815124,317.03156656635264,314.57916666666665,1.5,15969.604070173697,15.229105305142637,7.183582009677068,800,1.0,298.15,298.1850355051723,0.001054500452428212
5.0,317.06297018989636,317.1599190219159,314.6083333333333,1.5,15940.403228021123,15.162305760133679,7.189908602807292,800,0.9997345637176371,298.15,298.1856409271673,0.0010544321883705634
5.1000000000000005,317.1288424946462,317.10238218271564,314.6375,1.5,15911.160425062219,15.22199441951654,7.196282993419263,800,1.0,298.15,298.1870480472893,0.0010623984353285891
